HGNC_Symbol,dataset,LFC,p
TNIP1,BloodmRNA,-0.41,0.387
TNIP1,DISC1_RNA,-0.39,0.10325
TNIP1,gandalMicro,0.01,0.72617
TNIP1,gandalRNAseq,0.06,0.00213
TNIP1,hiPSC_NPC1,-0.03,0.79051
TNIP1,MtSinaiACC,-0.08,0.4709
TNIP1,MtSinaiDLPFC,-0.06,0.73662
TNIP1,MtSinaiMTA,0.15,0.14646
TNIP1,MtSinaiTPA,-0.12,0.25538
TNIP1,Stanley,0.05,0.29648
TNIP1,CommonMind_DLPFC,-0.01,0.5221
TNIP1,Deep_Neurons,-0.01,0.85428
TNIP1,Superficial_Neurons,-0.03,0.7053
TNIP1,Superficial_Deep_Neurons,-0.04,0.70206
TNIP1,Lewis_2017_L3,-0.58,0.05735
TNIP1,Lewis_2017_L5,-0.06,0.84887
TNIP1,Lewis_2015_L3,-0.1,0.5605
TNIP1,Lewis_2015_L5,-0.24,0.16081
TNIP1,barnesAll,0.26,0.40073
TNIP1,barnesFemale,0.37,0.50428
TNIP1,barnesMale,0.18,0.59632
TNIP1,Iwamoto_BA10_SCZ,-0.05,0.8416
TNIP1,Iwamoto_BA46_SCZ,-0.05,0.52257
TNIP1,MaycoxAll,0.07,0.33508
TNIP1,MaycoxFemale,0.26,0.08752
TNIP1,MaycoxMale,-0.07,0.48492
TNIP1,PietersenAllParvalbumin,0.13,0.5659
TNIP1,PietersenAllPyramidal,0.39,0.49704
TNIP1,PietersenFemaleParvalbumin,0.47,0.59873
TNIP1,PietersenFemalePyramidal,0.41,0.59117
TNIP1,PietersenMaleParvalbumin,-0.22,0.65672
TNIP1,PietersenMalePyramidal,0.35,0.72493
PSMB10,hiPSC_Neuron,-0.07,0.48158
PSMB10,BloodmRNA,-0.09,0.515
PSMB10,DISC1_RNA,-0.58,0.06608
PSMB10,gandalMicro,NA,NA
PSMB10,gandalRNAseq,-0.09,0.32151
PSMB10,hiPSC_NPC1,-0.05,0.63536
PSMB10,MtSinaiACC,-0.53,0.12806
PSMB10,MtSinaiDLPFC,0.31,0.39397
PSMB10,MtSinaiMTA,0.35,0.01802
PSMB10,MtSinaiTPA,-0.12,0.70802
PSMB10,Stanley,-0.1,0.02586
PSMB10,CommonMind_DLPFC,0.01,0.8001
PSMB10,Deep_Neurons,0.02,0.8315
PSMB10,Superficial_Neurons,0.01,0.94073
PSMB10,Superficial_Deep_Neurons,0.03,0.84707
PSMB10,Lewis_2017_L3,-0.21,0.14198
PSMB10,Lewis_2017_L5,0.08,0.61061
PSMB10,Lewis_2015_L3,-0.2,0.04792
PSMB10,Lewis_2015_L5,-0.02,0.83472
PSMB10,barnesAll,0.13,0.33345
PSMB10,barnesFemale,0.02,0.92409
PSMB10,barnesMale,0.23,0.20585
PSMB10,Iwamoto_BA10_SCZ,-0.01,0.91194
PSMB10,Iwamoto_BA46_SCZ,-0.25,0.00746
PSMB10,MaycoxAll,-0.04,0.71789
PSMB10,MaycoxFemale,0,0.98689
PSMB10,MaycoxMale,-0.02,0.88674
PSMB10,PietersenAllParvalbumin,-0.63,0.38188
PSMB10,PietersenAllPyramidal,-0.09,0.8771
PSMB10,PietersenFemaleParvalbumin,-0.92,0.40928
PSMB10,PietersenFemalePyramidal,0.09,0.91329
PSMB10,PietersenMaleParvalbumin,-0.33,0.71903
PSMB10,PietersenMalePyramidal,-0.32,0.75455
PRAF2,hiPSC_Neuron,0.05,0.48225
PRAF2,BloodmRNA,-0.05,0.697
PRAF2,DISC1_RNA,0.23,0.37441
PRAF2,gandalMicro,-0.04,0.00197
PRAF2,gandalRNAseq,0,0.89709
PRAF2,hiPSC_NPC1,-0.1,0.225
PRAF2,MtSinaiACC,0.2,0.1108
PRAF2,MtSinaiDLPFC,-0.11,0.52174
PRAF2,MtSinaiMTA,0.11,0.38984
PRAF2,MtSinaiTPA,-0.08,0.42845
PRAF2,Stanley,-0.03,0.5635
PRAF2,CommonMind_DLPFC,-0.01,0.6
PRAF2,Deep_Neurons,NA,NA
PRAF2,Superficial_Neurons,NA,NA
PRAF2,Superficial_Deep_Neurons,NA,NA
PRAF2,Lewis_2017_L3,-0.01,0.96118
PRAF2,Lewis_2017_L5,-0.13,0.3603
PRAF2,Lewis_2015_L3,0.01,0.95957
PRAF2,Lewis_2015_L5,0.12,0.38326
PRAF2,barnesAll,-0.07,0.6576
PRAF2,barnesFemale,-0.08,0.79086
PRAF2,barnesMale,-0.08,0.63396
PRAF2,Iwamoto_BA10_SCZ,-0.12,0.27185
PRAF2,Iwamoto_BA46_SCZ,-0.08,0.32297
PRAF2,MaycoxAll,-0.08,0.40256
PRAF2,MaycoxFemale,-0.01,0.97037
PRAF2,MaycoxMale,-0.19,0.10774
PRAF2,PietersenAllParvalbumin,-0.24,0.74851
PRAF2,PietersenAllPyramidal,0.74,0.23984
PRAF2,PietersenFemaleParvalbumin,-0.73,0.47556
PRAF2,PietersenFemalePyramidal,0.6,0.45208
PRAF2,PietersenMaleParvalbumin,0.26,0.81103
PRAF2,PietersenMalePyramidal,0.92,0.36756
SESN1,hiPSC_Neuron,-0.1,0.48325
SESN1,BloodmRNA,-0.33,0.126
SESN1,DISC1_RNA,-1.05,0.00222
SESN1,gandalMicro,0.09,1.7e-4
SESN1,gandalRNAseq,0.05,0.02654
SESN1,hiPSC_NPC1,0.01,0.93031
SESN1,MtSinaiACC,0.11,0.46472
SESN1,MtSinaiDLPFC,-0.22,0.0807
SESN1,MtSinaiMTA,-0.01,0.91471
SESN1,MtSinaiTPA,0,0.99828
SESN1,Stanley,0.05,0.35905
SESN1,CommonMind_DLPFC,-0.02,0.1167
SESN1,Deep_Neurons,0.02,0.8114
SESN1,Superficial_Neurons,0.02,0.86309
SESN1,Superficial_Deep_Neurons,0.04,0.78136
SESN1,Lewis_2017_L3,-0.01,0.91949
SESN1,Lewis_2017_L5,0.35,0.00743
SESN1,Lewis_2015_L3,-0.07,0.52106
SESN1,Lewis_2015_L5,-0.1,0.37153
SESN1,barnesAll,0.1,0.34078
SESN1,barnesFemale,0.01,0.96242
SESN1,barnesMale,0.18,0.22151
SESN1,Iwamoto_BA10_SCZ,NA,NA
SESN1,Iwamoto_BA46_SCZ,0.15,0.0241
SESN1,MaycoxAll,0.1,0.2123
SESN1,MaycoxFemale,0.12,0.32626
SESN1,MaycoxMale,0.16,0.21966
SESN1,PietersenAllParvalbumin,0.07,0.92199
SESN1,PietersenAllPyramidal,0.65,0.34248
SESN1,PietersenFemaleParvalbumin,0.65,0.50688
SESN1,PietersenFemalePyramidal,0.82,0.36992
SESN1,PietersenMaleParvalbumin,-0.51,0.6643
SESN1,PietersenMalePyramidal,0.43,0.68081
WIPF2,hiPSC_Neuron,-0.07,0.48395
WIPF2,BloodmRNA,-0.17,0.159
WIPF2,DISC1_RNA,0.12,0.63105
WIPF2,gandalMicro,-0.01,0.70714
WIPF2,gandalRNAseq,-0.01,0.66971
WIPF2,hiPSC_NPC1,-0.08,0.47676
WIPF2,MtSinaiACC,0.15,0.28991
WIPF2,MtSinaiDLPFC,-0.09,0.45881
WIPF2,MtSinaiMTA,-0.09,0.46949
WIPF2,MtSinaiTPA,0.1,0.16749
WIPF2,Stanley,-0.03,0.41415
WIPF2,CommonMind_DLPFC,-0.03,0.01764
WIPF2,Deep_Neurons,0,0.96609
WIPF2,Superficial_Neurons,0,0.99822
WIPF2,Superficial_Deep_Neurons,0,0.97864
WIPF2,Lewis_2017_L3,-0.07,0.72603
WIPF2,Lewis_2017_L5,-0.2,0.33787
WIPF2,Lewis_2015_L3,0,0.97657
WIPF2,Lewis_2015_L5,-0.13,0.40333
WIPF2,barnesAll,-0.03,0.59578
WIPF2,barnesFemale,-0.12,0.2931
WIPF2,barnesMale,0.04,0.66028
WIPF2,Iwamoto_BA10_SCZ,0.3,0.0254
WIPF2,Iwamoto_BA46_SCZ,-0.01,0.39042
WIPF2,MaycoxAll,0.05,0.29033
WIPF2,MaycoxFemale,-0.01,0.57265
WIPF2,MaycoxMale,0.08,0.30576
WIPF2,PietersenAllParvalbumin,-0.18,0.71155
WIPF2,PietersenAllPyramidal,0.14,0.81175
WIPF2,PietersenFemaleParvalbumin,0.03,0.86326
WIPF2,PietersenFemalePyramidal,0.24,0.77832
WIPF2,PietersenMaleParvalbumin,-0.39,0.55795
WIPF2,PietersenMalePyramidal,0.02,0.84403
HACD3,hiPSC_Neuron,-0.04,0.48438
HACD3,BloodmRNA,0.22,0.534
HACD3,DISC1_RNA,-0.75,0.00335
HACD3,gandalMicro,0,0.96582
HACD3,gandalRNAseq,-0.04,0.00621
HACD3,hiPSC_NPC1,-0.01,0.86561
HACD3,MtSinaiACC,0.36,0.00477
HACD3,MtSinaiDLPFC,-0.03,0.80105
HACD3,MtSinaiMTA,-0.29,0.02619
HACD3,MtSinaiTPA,-0.06,0.47108
HACD3,Stanley,-0.02,0.60363
HACD3,CommonMind_DLPFC,-0.02,0.04697
HACD3,Deep_Neurons,0.14,0.37406
HACD3,Superficial_Neurons,0.12,0.44744
HACD3,Superficial_Deep_Neurons,0.26,0.26646
HACD3,Lewis_2017_L3,-0.13,0.10226
HACD3,Lewis_2017_L5,-0.16,0.05801
HACD3,Lewis_2015_L3,-0.18,0.0232
HACD3,Lewis_2015_L5,-0.23,0.00358
HACD3,barnesAll,-0.04,0.22906
HACD3,barnesFemale,-0.07,0.52198
HACD3,barnesMale,-0.02,0.35334
HACD3,Iwamoto_BA10_SCZ,NA,NA
HACD3,Iwamoto_BA46_SCZ,-0.14,0.3433
HACD3,MaycoxAll,-0.05,0.45135
HACD3,MaycoxFemale,-0.09,0.36964
HACD3,MaycoxMale,-0.04,0.65733
HACD3,PietersenAllParvalbumin,-0.38,0.70485
HACD3,PietersenAllPyramidal,0.13,0.64867
HACD3,PietersenFemaleParvalbumin,0.68,0.59493
HACD3,PietersenFemalePyramidal,-0.24,0.41612
HACD3,PietersenMaleParvalbumin,-1.45,0.23757
HACD3,PietersenMalePyramidal,0.54,0.56585
TPM1,hiPSC_Neuron,0.17,0.48698
TPM1,BloodmRNA,-0.89,2.4e-4
TPM1,DISC1_RNA,-0.83,0.02952
TPM1,gandalMicro,0.01,0.59246
TPM1,gandalRNAseq,0.01,0.5055
TPM1,hiPSC_NPC1,-0.07,0.76855
TPM1,MtSinaiACC,0.13,0.37792
TPM1,MtSinaiDLPFC,-0.14,0.3937
TPM1,MtSinaiMTA,-0.08,0.58885
TPM1,MtSinaiTPA,-0.04,0.75721
TPM1,Stanley,-0.04,0.07037
TPM1,CommonMind_DLPFC,0.04,0.00435
TPM1,Deep_Neurons,0.1,0.34285
TPM1,Superficial_Neurons,0.1,0.35163
TPM1,Superficial_Deep_Neurons,0.2,0.20503
TPM1,Lewis_2017_L3,0.17,0.10297
TPM1,Lewis_2017_L5,0.19,0.0864
TPM1,Lewis_2015_L3,0.15,0.04541
TPM1,Lewis_2015_L5,0.07,0.34608
TPM1,barnesAll,0.03,0.51813
TPM1,barnesFemale,-0.07,0.65206
TPM1,barnesMale,0.09,0.39279
TPM1,Iwamoto_BA10_SCZ,0.12,0.32763
TPM1,Iwamoto_BA46_SCZ,-0.05,0.2929
TPM1,MaycoxAll,-0.07,0.48836
TPM1,MaycoxFemale,-0.11,0.55992
TPM1,MaycoxMale,-0.08,0.63929
TPM1,PietersenAllParvalbumin,0,0.54717
TPM1,PietersenAllPyramidal,-0.05,0.35003
TPM1,PietersenFemaleParvalbumin,0.16,0.45701
TPM1,PietersenFemalePyramidal,-0.37,0.59053
TPM1,PietersenMaleParvalbumin,-0.17,0.55137
TPM1,PietersenMalePyramidal,0.35,0.25317
MAPKAPK2,hiPSC_Neuron,-0.06,0.48706
MAPKAPK2,BloodmRNA,-0.22,0.28
MAPKAPK2,DISC1_RNA,-0.33,0.20607
MAPKAPK2,gandalMicro,0.02,0.31729
MAPKAPK2,gandalRNAseq,0.08,0.00699
MAPKAPK2,hiPSC_NPC1,0.07,0.41291
MAPKAPK2,MtSinaiACC,-0.39,0.05816
MAPKAPK2,MtSinaiDLPFC,0.24,0.15581
MAPKAPK2,MtSinaiMTA,-0.27,0.14476
MAPKAPK2,MtSinaiTPA,-0.09,0.6602
MAPKAPK2,Stanley,0.03,0.22397
MAPKAPK2,CommonMind_DLPFC,0,0.8878
MAPKAPK2,Deep_Neurons,0.07,0.44224
MAPKAPK2,Superficial_Neurons,0.08,0.42191
MAPKAPK2,Superficial_Deep_Neurons,0.15,0.28855
MAPKAPK2,Lewis_2017_L3,-0.26,0.03736
MAPKAPK2,Lewis_2017_L5,0.22,0.09349
MAPKAPK2,Lewis_2015_L3,-0.08,0.57034
MAPKAPK2,Lewis_2015_L5,0,0.99407
MAPKAPK2,barnesAll,-0.04,0.60899
MAPKAPK2,barnesFemale,0.16,0.43075
MAPKAPK2,barnesMale,-0.1,0.70245
MAPKAPK2,Iwamoto_BA10_SCZ,0.07,0.45595
MAPKAPK2,Iwamoto_BA46_SCZ,0,0.67282
MAPKAPK2,MaycoxAll,0.05,0.49685
MAPKAPK2,MaycoxFemale,0.05,0.25443
MAPKAPK2,MaycoxMale,0.06,0.7342
MAPKAPK2,PietersenAllParvalbumin,-0.02,0.70959
MAPKAPK2,PietersenAllPyramidal,-0.04,0.94786
MAPKAPK2,PietersenFemaleParvalbumin,-0.85,0.36081
MAPKAPK2,PietersenFemalePyramidal,-0.12,0.83294
MAPKAPK2,PietersenMaleParvalbumin,0.81,0.38726
MAPKAPK2,PietersenMalePyramidal,0.06,0.84025
TOPBP1,hiPSC_Neuron,-0.05,0.4898
TOPBP1,BloodmRNA,-0.84,0.00465
TOPBP1,DISC1_RNA,0.55,0.02512
TOPBP1,gandalMicro,-0.04,0.04458
TOPBP1,gandalRNAseq,-0.05,0.02473
TOPBP1,hiPSC_NPC1,-0.03,0.73121
TOPBP1,MtSinaiACC,0.14,0.26392
TOPBP1,MtSinaiDLPFC,0.27,0.45553
TOPBP1,MtSinaiMTA,-0.17,0.05602
TOPBP1,MtSinaiTPA,-0.15,0.22211
TOPBP1,Stanley,-0.06,0.14135
TOPBP1,CommonMind_DLPFC,-0.03,0.00366
TOPBP1,Deep_Neurons,-0.03,0.82015
TOPBP1,Superficial_Neurons,-0.02,0.83554
TOPBP1,Superficial_Deep_Neurons,-0.05,0.76858
TOPBP1,Lewis_2017_L3,-0.16,0.41519
TOPBP1,Lewis_2017_L5,-0.42,0.04553
TOPBP1,Lewis_2015_L3,-0.15,0.3191
TOPBP1,Lewis_2015_L5,-0.15,0.34263
TOPBP1,barnesAll,0.05,0.51432
TOPBP1,barnesFemale,-0.08,0.52717
TOPBP1,barnesMale,0.16,0.20115
TOPBP1,Iwamoto_BA10_SCZ,0.14,0.26035
TOPBP1,Iwamoto_BA46_SCZ,0.05,0.65758
TOPBP1,MaycoxAll,-0.09,0.19849
TOPBP1,MaycoxFemale,0.04,0.68605
TOPBP1,MaycoxMale,-0.17,0.11106
TOPBP1,PietersenAllParvalbumin,-0.24,0.73646
TOPBP1,PietersenAllPyramidal,-0.35,0.56846
TOPBP1,PietersenFemaleParvalbumin,0,0.99785
TOPBP1,PietersenFemalePyramidal,-0.41,0.64823
TOPBP1,PietersenMaleParvalbumin,-0.47,0.64546
TOPBP1,PietersenMalePyramidal,-0.28,0.77375
SPP1,hiPSC_Neuron,0.43,0.4907
SPP1,BloodmRNA,1.19,3.5e-4
SPP1,DISC1_RNA,-1.45,0.00728
SPP1,gandalMicro,0.16,0.06149
SPP1,gandalRNAseq,0.26,0.01016
SPP1,hiPSC_NPC1,-0.12,0.84562
SPP1,MtSinaiACC,-0.52,0.15913
SPP1,MtSinaiDLPFC,-0.84,0.01483
SPP1,MtSinaiMTA,-0.11,0.72254
SPP1,MtSinaiTPA,-0.48,0.30596
SPP1,Stanley,-0.03,0.66558
SPP1,CommonMind_DLPFC,-0.06,0.2062
SPP1,Deep_Neurons,0.06,0.71548
SPP1,Superficial_Neurons,0.04,0.81461
SPP1,Superficial_Deep_Neurons,0.1,0.68623
SPP1,Lewis_2017_L3,-0.37,0.18797
SPP1,Lewis_2017_L5,-0.73,0.01605
SPP1,Lewis_2015_L3,-0.44,0.08359
SPP1,Lewis_2015_L5,-0.66,0.01032
SPP1,barnesAll,0.31,0.3198
SPP1,barnesFemale,0.34,0.46535
SPP1,barnesMale,0.3,0.40709
SPP1,Iwamoto_BA10_SCZ,-0.53,0.16768
SPP1,Iwamoto_BA46_SCZ,-0.04,0.84285
SPP1,MaycoxAll,0.3,0.20437
SPP1,MaycoxFemale,0.37,0.37491
SPP1,MaycoxMale,0.22,0.43734
SPP1,PietersenAllParvalbumin,-0.34,0.10655
SPP1,PietersenAllPyramidal,-0.54,0.14221
SPP1,PietersenFemaleParvalbumin,0.16,0.21259
SPP1,PietersenFemalePyramidal,-0.54,0.37776
SPP1,PietersenMaleParvalbumin,-0.83,0.2385
SPP1,PietersenMalePyramidal,-0.55,0.25299
MTF2,hiPSC_Neuron,0.07,0.49326
MTF2,BloodmRNA,0.32,0.0407
MTF2,DISC1_RNA,-0.19,0.46011
MTF2,gandalMicro,-0.02,0.20939
MTF2,gandalRNAseq,0.03,0.07762
MTF2,hiPSC_NPC1,0.01,0.94519
MTF2,MtSinaiACC,0.27,0.02767
MTF2,MtSinaiDLPFC,0.94,0.30096
MTF2,MtSinaiMTA,-0.36,0.00429
MTF2,MtSinaiTPA,-0.16,0.171
MTF2,Stanley,0.05,0.05355
MTF2,CommonMind_DLPFC,0.01,0.4393
MTF2,Deep_Neurons,-0.05,0.54344
MTF2,Superficial_Neurons,-0.05,0.54589
MTF2,Superficial_Deep_Neurons,-0.11,0.41287
MTF2,Lewis_2017_L3,0.37,0.15762
MTF2,Lewis_2017_L5,0.26,0.35654
MTF2,Lewis_2015_L3,-0.07,0.65337
MTF2,Lewis_2015_L5,-0.08,0.59746
MTF2,barnesAll,0.05,0.71772
MTF2,barnesFemale,0.05,0.61483
MTF2,barnesMale,0.04,0.60246
MTF2,Iwamoto_BA10_SCZ,0.12,0.53181
MTF2,Iwamoto_BA46_SCZ,0.2,0.15
MTF2,MaycoxAll,0,0.68568
MTF2,MaycoxFemale,-0.11,0.48835
MTF2,MaycoxMale,0.09,0.39416
MTF2,PietersenAllParvalbumin,-0.06,0.51882
MTF2,PietersenAllPyramidal,0.17,0.54455
MTF2,PietersenFemaleParvalbumin,0.49,0.48764
MTF2,PietersenFemalePyramidal,0.22,0.74165
MTF2,PietersenMaleParvalbumin,-0.61,0.49727
MTF2,PietersenMalePyramidal,0.1,0.53894
SMAD3,hiPSC_Neuron,-0.08,0.49334
SMAD3,BloodmRNA,0.4,0.0708
SMAD3,DISC1_RNA,-1.36,8.3e-4
SMAD3,gandalMicro,-0.01,0.64779
SMAD3,gandalRNAseq,-0.07,0.00284
SMAD3,hiPSC_NPC1,0.21,0.07392
SMAD3,MtSinaiACC,0.19,0.25627
SMAD3,MtSinaiDLPFC,-0.02,0.92089
SMAD3,MtSinaiMTA,-0.45,0.02589
SMAD3,MtSinaiTPA,-0.17,0.315
SMAD3,Stanley,-0.01,0.68015
SMAD3,CommonMind_DLPFC,-0.08,1e-5
SMAD3,Deep_Neurons,-0.04,0.51608
SMAD3,Superficial_Neurons,-0.04,0.56031
SMAD3,Superficial_Deep_Neurons,-0.07,0.40553
SMAD3,Lewis_2017_L3,0,0.9914
SMAD3,Lewis_2017_L5,-0.84,0.00296
SMAD3,Lewis_2015_L3,-0.07,0.60764
SMAD3,Lewis_2015_L5,0.17,0.1888
SMAD3,barnesAll,0.1,0.40627
SMAD3,barnesFemale,-0.13,0.58032
SMAD3,barnesMale,0.24,0.19801
SMAD3,Iwamoto_BA10_SCZ,-0.21,0.24873
SMAD3,Iwamoto_BA46_SCZ,-0.1,0.34368
SMAD3,MaycoxAll,-0.08,0.35684
SMAD3,MaycoxFemale,-0.09,0.62275
SMAD3,MaycoxMale,-0.08,0.31125
SMAD3,PietersenAllParvalbumin,-0.19,0.75987
SMAD3,PietersenAllPyramidal,-0.16,0.63559
SMAD3,PietersenFemaleParvalbumin,0.27,0.73251
SMAD3,PietersenFemalePyramidal,0.06,0.72229
SMAD3,PietersenMaleParvalbumin,-0.65,0.52798
SMAD3,PietersenMalePyramidal,-0.44,0.6451
SPAG7,hiPSC_Neuron,-0.06,0.49425
SPAG7,BloodmRNA,-0.18,0.167
SPAG7,DISC1_RNA,-0.07,0.75443
SPAG7,gandalMicro,-0.06,5e-4
SPAG7,gandalRNAseq,-0.08,0.001
SPAG7,hiPSC_NPC1,-0.09,0.2635
SPAG7,MtSinaiACC,0.19,0.04684
SPAG7,MtSinaiDLPFC,0.06,0.49059
SPAG7,MtSinaiMTA,0.03,0.69219
SPAG7,MtSinaiTPA,0.19,0.00412
SPAG7,Stanley,-0.04,0.47164
SPAG7,CommonMind_DLPFC,-0.01,0.6561
SPAG7,Deep_Neurons,-0.39,0.17168
SPAG7,Superficial_Neurons,-0.09,0.73538
SPAG7,Superficial_Deep_Neurons,-0.8,0.06806
SPAG7,Lewis_2017_L3,-0.05,0.59741
SPAG7,Lewis_2017_L5,-0.07,0.45391
SPAG7,Lewis_2015_L3,-0.16,0.04764
SPAG7,Lewis_2015_L5,-0.19,0.02086
SPAG7,barnesAll,-0.06,0.47393
SPAG7,barnesFemale,-0.05,0.722
SPAG7,barnesMale,-0.08,0.54345
SPAG7,Iwamoto_BA10_SCZ,0.02,0.82519
SPAG7,Iwamoto_BA46_SCZ,-0.16,0.04665
SPAG7,MaycoxAll,-0.08,0.11747
SPAG7,MaycoxFemale,-0.08,0.46585
SPAG7,MaycoxMale,-0.08,0.27373
SPAG7,PietersenAllParvalbumin,-0.68,0.36371
SPAG7,PietersenAllPyramidal,-0.25,0.65258
SPAG7,PietersenFemaleParvalbumin,-0.63,0.6035
SPAG7,PietersenFemalePyramidal,-0.34,0.6603
SPAG7,PietersenMaleParvalbumin,-0.74,0.42684
SPAG7,PietersenMalePyramidal,-0.14,0.88585
SPTLC2,hiPSC_Neuron,-0.06,0.49458
SPTLC2,BloodmRNA,-0.05,0.77
SPTLC2,DISC1_RNA,-0.48,0.09369
SPTLC2,gandalMicro,0.05,0.08739
SPTLC2,gandalRNAseq,0.04,0.07878
SPTLC2,hiPSC_NPC1,-0.02,0.82394
SPTLC2,MtSinaiACC,-0.62,0.0078
SPTLC2,MtSinaiDLPFC,0.03,0.89289
SPTLC2,MtSinaiMTA,-0.17,0.33151
SPTLC2,MtSinaiTPA,-0.32,0.06829
SPTLC2,Stanley,0.05,0.02801
SPTLC2,CommonMind_DLPFC,0.01,0.607
SPTLC2,Deep_Neurons,-0.01,0.92209
SPTLC2,Superficial_Neurons,-0.01,0.89142
SPTLC2,Superficial_Deep_Neurons,-0.02,0.8736
SPTLC2,Lewis_2017_L3,-0.05,0.81039
SPTLC2,Lewis_2017_L5,0.35,0.09756
SPTLC2,Lewis_2015_L3,-0.03,0.82268
SPTLC2,Lewis_2015_L5,-0.32,0.0323
SPTLC2,barnesAll,0.2,0.19168
SPTLC2,barnesFemale,0.33,0.23908
SPTLC2,barnesMale,0.06,0.13828
SPTLC2,Iwamoto_BA10_SCZ,-0.51,0.31422
SPTLC2,Iwamoto_BA46_SCZ,0.16,0.33792
SPTLC2,MaycoxAll,0.01,0.76996
SPTLC2,MaycoxFemale,-0.03,0.60203
SPTLC2,MaycoxMale,0,0.87378
SPTLC2,PietersenAllParvalbumin,0.25,0.54193
SPTLC2,PietersenAllPyramidal,-0.1,0.54892
SPTLC2,PietersenFemaleParvalbumin,0.16,0.80401
SPTLC2,PietersenFemalePyramidal,0.19,0.39322
SPTLC2,PietersenMaleParvalbumin,0.33,0.42705
SPTLC2,PietersenMalePyramidal,-0.46,0.26821
CASP7,hiPSC_Neuron,-0.09,0.49576
CASP7,BloodmRNA,-0.01,0.974
CASP7,DISC1_RNA,-1.9,6.9e-4
CASP7,gandalMicro,0.14,0
CASP7,gandalRNAseq,0.16,4.1e-4
CASP7,hiPSC_NPC1,-0.01,0.95011
CASP7,MtSinaiACC,-0.04,0.85225
CASP7,MtSinaiDLPFC,0.36,0.14794
CASP7,MtSinaiMTA,-0.36,0.06478
CASP7,MtSinaiTPA,-0.07,0.74946
CASP7,Stanley,0.03,0.1348
CASP7,CommonMind_DLPFC,0.04,0.2478
CASP7,Deep_Neurons,-0.02,0.83286
CASP7,Superficial_Neurons,-0.02,0.82581
CASP7,Superficial_Deep_Neurons,-0.04,0.77033
CASP7,Lewis_2017_L3,-0.08,0.36272
CASP7,Lewis_2017_L5,0.06,0.51298
CASP7,Lewis_2015_L3,0.05,0.59283
CASP7,Lewis_2015_L5,0.06,0.53955
CASP7,barnesAll,0.44,0.03229
CASP7,barnesFemale,0.5,0.13967
CASP7,barnesMale,0.4,0.11508
CASP7,Iwamoto_BA10_SCZ,0.67,0.0557
CASP7,Iwamoto_BA46_SCZ,0.17,0.36142
CASP7,MaycoxAll,0.16,0.2295
CASP7,MaycoxFemale,0.36,0.10383
CASP7,MaycoxMale,0.06,0.73525
CASP7,PietersenAllParvalbumin,0.5,0.59543
CASP7,PietersenAllPyramidal,0.05,0.93724
CASP7,PietersenFemaleParvalbumin,1.81,0.15202
CASP7,PietersenFemalePyramidal,-0.11,0.88855
CASP7,PietersenMaleParvalbumin,-0.81,0.52373
CASP7,PietersenMalePyramidal,0.25,0.81486
NUP85,hiPSC_Neuron,0.06,0.49606
NUP85,BloodmRNA,-0.03,0.882
NUP85,DISC1_RNA,0.27,0.17121
NUP85,gandalMicro,-0.02,0.41895
NUP85,gandalRNAseq,0.03,0.60873
NUP85,hiPSC_NPC1,0.02,0.84867
NUP85,MtSinaiACC,-0.1,0.50804
NUP85,MtSinaiDLPFC,0.16,0.73161
NUP85,MtSinaiMTA,-0.05,0.69309
NUP85,MtSinaiTPA,0.01,0.93984
NUP85,Stanley,NA,NA
NUP85,CommonMind_DLPFC,0.03,0.04438
NUP85,Deep_Neurons,0.02,0.74862
NUP85,Superficial_Neurons,0.02,0.80477
NUP85,Superficial_Deep_Neurons,0.04,0.70143
NUP85,Lewis_2017_L3,-0.42,0.17056
NUP85,Lewis_2017_L5,-0.07,0.823
NUP85,Lewis_2015_L3,-0.29,0.00924
NUP85,Lewis_2015_L5,-0.55,0
NUP85,barnesAll,0.01,0.84126
NUP85,barnesFemale,-0.07,0.57579
NUP85,barnesMale,0.08,0.38271
NUP85,Iwamoto_BA10_SCZ,NA,NA
NUP85,Iwamoto_BA46_SCZ,-0.05,0.44302
NUP85,MaycoxAll,0.04,0.5525
NUP85,MaycoxFemale,0.01,0.9205
NUP85,MaycoxMale,0.04,0.645
NUP85,PietersenAllParvalbumin,-0.07,0.943
NUP85,PietersenAllPyramidal,0.79,0.31246
NUP85,PietersenFemaleParvalbumin,0.57,0.62078
NUP85,PietersenFemalePyramidal,0.78,0.47486
NUP85,PietersenMaleParvalbumin,-0.71,0.63205
NUP85,PietersenMalePyramidal,0.81,0.44392
TMEM109,hiPSC_Neuron,-0.12,0.49611
TMEM109,BloodmRNA,NA,NA
TMEM109,DISC1_RNA,-1.39,3.3e-4
TMEM109,gandalMicro,-0.02,0.14809
TMEM109,gandalRNAseq,0.06,0.01195
TMEM109,hiPSC_NPC1,0.22,0.20098
TMEM109,MtSinaiACC,0.18,0.19944
TMEM109,MtSinaiDLPFC,0.08,0.5587
TMEM109,MtSinaiMTA,-0.08,0.55145
TMEM109,MtSinaiTPA,-0.09,0.39766
TMEM109,Stanley,-0.02,0.6085
TMEM109,CommonMind_DLPFC,0,0.8587
TMEM109,Deep_Neurons,-0.05,0.51797
TMEM109,Superficial_Neurons,-0.05,0.51002
TMEM109,Superficial_Deep_Neurons,-0.1,0.3777
TMEM109,Lewis_2017_L3,0.12,0.3211
